Epoch :  [001/300]   |   loss :  1.287510   |   train_accuracy :  44.769841%
Epoch :  [093/300]   |   loss :  0.274174   |   train_accuracy :  99.373016%
Epoch :  [094/300]   |   loss :  0.284140   |   train_accuracy :  99.099206%
Epoch :  [095/300]   |   loss :  0.303309   |   train_accuracy :  98.807540%
Epoch :  [096/300]   |   loss :  0.283912   |   train_accuracy :  99.025794%
Epoch :  [097/300]   |   loss :  0.264311   |   train_accuracy :  99.462302%
Epoch :  [098/300]   |   loss :  0.282357   |   train_accuracy :  99.055556%
Epoch :  [099/300]   |   loss :  0.272314   |   train_accuracy :  99.277778%
Epoch :  [100/300]   |   loss :  0.295201   |   train_accuracy :  98.934524%
Epoch :  [101/300]   |   loss :  0.293686   |   train_accuracy :  98.734127%
Epoch :  [102/300]   |   loss :  0.255688   |   train_accuracy :  99.517857%
Epoch :  [103/300]   |   loss :  0.282742   |   train_accuracy :  99.023810%
Epoch :  [104/300]   |   loss :  0.275874   |   train_accuracy :  99.051587%
Epoch :  [105/300]   |   loss :  0.263721   |   train_accuracy :  99.371032%
Epoch :  [106/300]   |   loss :  0.278416   |   train_accuracy :  98.924603%
Epoch :  [107/300]   |   loss :  0.282744   |   train_accuracy :  98.853175%
Epoch :  [108/300]   |   loss :  0.270698   |   train_accuracy :  99.150794%
Epoch :  [109/300]   |   loss :  0.269717   |   train_accuracy :  99.208333%
Epoch :  [110/300]   |   loss :  0.260743   |   train_accuracy :  99.259921%
Epoch :  [111/300]   |   loss :  0.269808   |   train_accuracy :  98.996032%
Epoch :  [112/300]   |   loss :  0.249222   |   train_accuracy :  99.452381%
Epoch :  [113/300]   |   loss :  0.324224   |   train_accuracy :  97.926587%
Epoch :  [114/300]   |   loss :  0.248116   |   train_accuracy :  99.470238%
Epoch :  [115/300]   |   loss :  0.261085   |   train_accuracy :  99.156746%
Epoch :  [116/300]   |   loss :  0.277196   |   train_accuracy :  98.932540%
Epoch :  [117/300]   |   loss :  0.262412   |   train_accuracy :  99.343254%
Epoch :  [118/300]   |   loss :  0.246895   |   train_accuracy :  99.438492%
Epoch :  [119/300]   |   loss :  0.279026   |   train_accuracy :  98.746032%
Epoch :  [120/300]   |   loss :  0.255373   |   train_accuracy :  99.242063%
Epoch :  [121/300]   |   loss :  0.236760   |   train_accuracy :  99.509921%
Epoch :  [122/300]   |   loss :  0.255080   |   train_accuracy :  99.184524%
Epoch :  [123/300]   |   loss :  0.283921   |   train_accuracy :  98.765873%
Epoch :  [124/300]   |   loss :  0.238799   |   train_accuracy :  99.494048%
Epoch :  [125/300]   |   loss :  0.233766   |   train_accuracy :  99.488095%
Epoch :  [126/300]   |   loss :  0.252548   |   train_accuracy :  99.214286%
Epoch :  [127/300]   |   loss :  0.346295   |   train_accuracy :  97.244048%
Epoch :  [128/300]   |   loss :  0.287963   |   train_accuracy :  98.964286%
Epoch :  [129/300]   |   loss :  0.251681   |   train_accuracy :  99.371032%
Epoch :  [130/300]   |   loss :  0.251966   |   train_accuracy :  99.255952%
Epoch :  [131/300]   |   loss :  0.233414   |   train_accuracy :  99.511905%
Epoch :  [132/300]   |   loss :  0.262514   |   train_accuracy :  98.924603%
Epoch :  [133/300]   |   loss :  0.231757   |   train_accuracy :  99.500000%
Epoch :  [134/300]   |   loss :  0.327064   |   train_accuracy :  97.541667%
Epoch :  [135/300]   |   loss :  0.253253   |   train_accuracy :  99.289683%
Epoch :  [136/300]   |   loss :  0.262644   |   train_accuracy :  98.880952%
Epoch :  [137/300]   |   loss :  0.256302   |   train_accuracy :  99.140873%
Epoch :  [138/300]   |   loss :  0.233415   |   train_accuracy :  99.490079%
Epoch :  [139/300]   |   loss :  0.254551   |   train_accuracy :  99.214286%
Epoch :  [140/300]   |   loss :  0.242506   |   train_accuracy :  99.297619%
Epoch :  [141/300]   |   loss :  0.242624   |   train_accuracy :  99.305556%
Epoch :  [142/300]   |   loss :  0.236439   |   train_accuracy :  99.373016%
Epoch :  [143/300]   |   loss :  0.225880   |   train_accuracy :  99.513889%
Epoch :  [144/300]   |   loss :  0.383633   |   train_accuracy :  95.801587%
Epoch :  [145/300]   |   loss :  0.273529   |   train_accuracy :  99.013889%
Epoch :  [146/300]   |   loss :  0.231179   |   train_accuracy :  99.517857%
Epoch :  [147/300]   |   loss :  0.240880   |   train_accuracy :  99.325397%
Epoch :  [148/300]   |   loss :  0.245823   |   train_accuracy :  99.238095%
Epoch :  [149/300]   |   loss :  0.254711   |   train_accuracy :  99.039683%
Epoch :  [150/300]   |   loss :  0.235024   |   train_accuracy :  99.424603%
Epoch :  [151/300]   |   loss :  0.224150   |   train_accuracy :  99.515873%
Epoch :  [152/300]   |   loss :  0.287723   |   train_accuracy :  98.299603%
Epoch :  [153/300]   |   loss :  0.225682   |   train_accuracy :  99.498016%
Epoch :  [154/300]   |   loss :  0.271850   |   train_accuracy :  98.706349%
Epoch :  [155/300]   |   loss :  0.225230   |   train_accuracy :  99.500000%
Epoch :  [156/300]   |   loss :  0.247268   |   train_accuracy :  99.136905%
Epoch :  [157/300]   |   loss :  0.224298   |   train_accuracy :  99.521825%
Epoch :  [158/300]   |   loss :  0.241882   |   train_accuracy :  99.188492%
Epoch :  [159/300]   |   loss :  0.244134   |   train_accuracy :  99.164683%
Epoch :  [160/300]   |   loss :  0.226914   |   train_accuracy :  99.500000%
Epoch :  [161/300]   |   loss :  0.255208   |   train_accuracy :  99.087302%
Epoch :  [162/300]   |   loss :  0.238325   |   train_accuracy :  99.174603%
Epoch :  [163/300]   |   loss :  0.275762   |   train_accuracy :  98.527778%
Epoch :  [164/300]   |   loss :  0.239255   |   train_accuracy :  99.347222%
Epoch :  [165/300]   |   loss :  0.226106   |   train_accuracy :  99.454365%
Epoch :  [166/300]   |   loss :  0.258187   |   train_accuracy :  98.912698%
Epoch :  [167/300]   |   loss :  0.258355   |   train_accuracy :  98.869048%
Epoch :  [168/300]   |   loss :  0.228113   |   train_accuracy :  99.482143%
Epoch :  [169/300]   |   loss :  0.222108   |   train_accuracy :  99.509921%
Epoch :  [170/300]   |   loss :  0.239664   |   train_accuracy :  99.255952%
Epoch :  [171/300]   |   loss :  0.267849   |   train_accuracy :  98.803571%
Epoch :  [172/300]   |   loss :  0.235731   |   train_accuracy :  99.259921%
Epoch :  [173/300]   |   loss :  0.223746   |   train_accuracy :  99.496032%
Epoch :  [174/300]   |   loss :  0.219549   |   train_accuracy :  99.517857%
Epoch :  [175/300]   |   loss :  0.348288   |   train_accuracy :  97.067460%
Epoch :  [176/300]   |   loss :  0.252077   |   train_accuracy :  99.045635%
Epoch :  [177/300]   |   loss :  0.224381   |   train_accuracy :  99.456349%
Epoch :  [178/300]   |   loss :  0.241974   |   train_accuracy :  98.948413%
Epoch :  [179/300]   |   loss :  0.290299   |   train_accuracy :  97.886905%
Epoch :  [180/300]   |   loss :  0.257615   |   train_accuracy :  98.716270%
Epoch :  [181/300]   |   loss :  0.234304   |   train_accuracy :  99.194444%
Epoch :  [182/300]   |   loss :  0.239091   |   train_accuracy :  99.091270%
Epoch :  [183/300]   |   loss :  0.233990   |   train_accuracy :  99.309524%
Epoch :  [184/300]   |   loss :  0.240965   |   train_accuracy :  99.230159%
Epoch :  [185/300]   |   loss :  0.277160   |   train_accuracy :  98.599206%
Epoch :  [186/300]   |   loss :  0.226539   |   train_accuracy :  99.474206%
Epoch :  [187/300]   |   loss :  0.254263   |   train_accuracy :  98.869048%
Epoch :  [188/300]   |   loss :  0.221325   |   train_accuracy :  99.482143%
Epoch :  [189/300]   |   loss :  0.248341   |   train_accuracy :  98.910714%
Epoch :  [190/300]   |   loss :  0.241676   |   train_accuracy :  99.081349%
Epoch :  [191/300]   |   loss :  0.269831   |   train_accuracy :  98.567460%
Epoch :  [192/300]   |   loss :  0.228238   |   train_accuracy :  99.420635%
Epoch :  [193/300]   |   loss :  0.229758   |   train_accuracy :  99.309524%
Epoch :  [194/300]   |   loss :  0.222242   |   train_accuracy :  99.494048%
Epoch :  [195/300]   |   loss :  0.238406   |   train_accuracy :  99.210317%
Epoch :  [196/300]   |   loss :  0.252190   |   train_accuracy :  99.009921%
Epoch :  [197/300]   |   loss :  0.219471   |   train_accuracy :  99.511905%
Epoch :  [198/300]   |   loss :  0.249311   |   train_accuracy :  98.980159%
Epoch :  [199/300]   |   loss :  0.217300   |   train_accuracy :  99.511905%
Epoch :  [200/300]   |   loss :  0.280660   |   train_accuracy :  98.402778%
Epoch :  [201/300]   |   loss :  0.226738   |   train_accuracy :  99.438492%
Epoch :  [202/300]   |   loss :  0.220302   |   train_accuracy :  99.396825%
Epoch :  [203/300]   |   loss :  0.216464   |   train_accuracy :  99.494048%
Epoch :  [204/300]   |   loss :  0.321972   |   train_accuracy :  97.194444%
Epoch :  [205/300]   |   loss :  0.271607   |   train_accuracy :  98.678571%
Epoch :  [206/300]   |   loss :  0.242226   |   train_accuracy :  99.059524%
Epoch :  [207/300]   |   loss :  0.234729   |   train_accuracy :  99.283730%
Epoch :  [208/300]   |   loss :  0.219251   |   train_accuracy :  99.503968%
Epoch :  [209/300]   |   loss :  0.232792   |   train_accuracy :  99.250000%
Epoch :  [210/300]   |   loss :  0.242799   |   train_accuracy :  99.188492%
Epoch :  [211/300]   |   loss :  0.227527   |   train_accuracy :  99.333333%
Epoch :  [212/300]   |   loss :  0.218125   |   train_accuracy :  99.515873%
Epoch :  [213/300]   |   loss :  0.334483   |   train_accuracy :  97.869048%
Epoch :  [214/300]   |   loss :  0.236982   |   train_accuracy :  99.476190%
Epoch :  [215/300]   |   loss :  0.223393   |   train_accuracy :  99.521825%
Epoch :  [216/300]   |   loss :  0.217905   |   train_accuracy :  99.511905%
Epoch :  [217/300]   |   loss :  0.244670   |   train_accuracy :  99.039683%
Epoch :  [218/300]   |   loss :  0.215980   |   train_accuracy :  99.511905%
Epoch :  [219/300]   |   loss :  0.271876   |   train_accuracy :  98.505952%
Epoch :  [220/300]   |   loss :  0.233264   |   train_accuracy :  99.111111%
Epoch :  [221/300]   |   loss :  0.230121   |   train_accuracy :  99.162698%
Epoch :  [222/300]   |   loss :  0.247128   |   train_accuracy :  98.876984%
Epoch :  [223/300]   |   loss :  0.217789   |   train_accuracy :  99.509921%
Epoch :  [224/300]   |   loss :  0.233209   |   train_accuracy :  99.136905%
Epoch :  [225/300]   |   loss :  0.218501   |   train_accuracy :  99.466270%
Epoch :  [226/300]   |   loss :  0.252581   |   train_accuracy :  98.759921%
Epoch :  [227/300]   |   loss :  0.225422   |   train_accuracy :  99.424603%
Epoch :  [228/300]   |   loss :  0.217428   |   train_accuracy :  99.490079%
Epoch :  [229/300]   |   loss :  0.242178   |   train_accuracy :  99.134921%
Epoch :  [230/300]   |   loss :  0.263141   |   train_accuracy :  98.680556%
Epoch :  [231/300]   |   loss :  0.224947   |   train_accuracy :  99.341270%
Epoch :  [232/300]   |   loss :  0.227752   |   train_accuracy :  99.331349%
Epoch :  [233/300]   |   loss :  0.215649   |   train_accuracy :  99.488095%
Epoch :  [234/300]   |   loss :  0.240972   |   train_accuracy :  99.113095%
Epoch :  [235/300]   |   loss :  0.243367   |   train_accuracy :  99.220238%
Epoch :  [236/300]   |   loss :  0.228089   |   train_accuracy :  99.293651%
Epoch :  [237/300]   |   loss :  0.252565   |   train_accuracy :  98.950397%
Epoch :  [238/300]   |   loss :  0.228951   |   train_accuracy :  99.462302%
Epoch :  [239/300]   |   loss :  0.216878   |   train_accuracy :  99.515873%
Epoch :  [240/300]   |   loss :  0.264998   |   train_accuracy :  98.696429%
Epoch :  [241/300]   |   loss :  0.218338   |   train_accuracy :  99.515873%
Epoch :  [242/300]   |   loss :  0.213698   |   train_accuracy :  99.517857%
Epoch :  [243/300]   |   loss :  0.244469   |   train_accuracy :  99.077381%
Epoch :  [244/300]   |   loss :  0.214268   |   train_accuracy :  99.519841%
Epoch :  [245/300]   |   loss :  0.258458   |   train_accuracy :  98.839286%
Epoch :  [246/300]   |   loss :  0.218309   |   train_accuracy :  99.505952%
Epoch :  [247/300]   |   loss :  0.225810   |   train_accuracy :  99.297619%
Epoch :  [248/300]   |   loss :  0.218961   |   train_accuracy :  99.450397%
Epoch :  [249/300]   |   loss :  0.253483   |   train_accuracy :  98.805556%
Epoch :  [250/300]   |   loss :  0.219494   |   train_accuracy :  99.412698%
Epoch :  [251/300]   |   loss :  0.279040   |   train_accuracy :  98.188492%
Epoch :  [252/300]   |   loss :  0.281109   |   train_accuracy :  98.702381%
Epoch :  [253/300]   |   loss :  0.220687   |   train_accuracy :  99.513889%
Epoch :  [254/300]   |   loss :  0.248929   |   train_accuracy :  98.851190%
Epoch :  [255/300]   |   loss :  0.215110   |   train_accuracy :  99.521825%
Epoch :  [256/300]   |   loss :  0.250734   |   train_accuracy :  99.003968%
Epoch :  [257/300]   |   loss :  0.215615   |   train_accuracy :  99.513889%
Epoch :  [258/300]   |   loss :  0.241032   |   train_accuracy :  99.113095%
Epoch :  [259/300]   |   loss :  0.215750   |   train_accuracy :  99.509921%
Epoch :  [260/300]   |   loss :  0.226352   |   train_accuracy :  99.365079%
Epoch :  [261/300]   |   loss :  0.282848   |   train_accuracy :  98.353175%
Epoch :  [262/300]   |   loss :  0.227152   |   train_accuracy :  99.448413%
Epoch :  [263/300]   |   loss :  0.287350   |   train_accuracy :  98.117063%
Epoch :  [264/300]   |   loss :  0.223361   |   train_accuracy :  99.496032%
Epoch :  [265/300]   |   loss :  0.242790   |   train_accuracy :  99.206349%
Epoch :  [266/300]   |   loss :  0.239878   |   train_accuracy :  99.317460%
Epoch :  [267/300]   |   loss :  0.217864   |   train_accuracy :  99.498016%
Epoch :  [268/300]   |   loss :  0.252709   |   train_accuracy :  98.853175%
Epoch :  [269/300]   |   loss :  0.260157   |   train_accuracy :  98.876984%
Epoch :  [270/300]   |   loss :  0.236049   |   train_accuracy :  99.182540%
Epoch :  [271/300]   |   loss :  0.214640   |   train_accuracy :  99.523810%
Epoch :  [272/300]   |   loss :  0.236118   |   train_accuracy :  99.061508%
Epoch :  [273/300]   |   loss :  0.264140   |   train_accuracy :  98.640873%
Epoch :  [274/300]   |   loss :  0.231053   |   train_accuracy :  99.198413%
Epoch :  [275/300]   |   loss :  0.216871   |   train_accuracy :  99.420635%
Epoch :  [276/300]   |   loss :  0.216275   |   train_accuracy :  99.456349%
Epoch :  [277/300]   |   loss :  0.213638   |   train_accuracy :  99.500000%
Epoch :  [278/300]   |   loss :  0.293178   |   train_accuracy :  97.875000%
Epoch :  [279/300]   |   loss :  0.215850   |   train_accuracy :  99.521825%
Epoch :  [280/300]   |   loss :  0.211990   |   train_accuracy :  99.517857%
Epoch :  [281/300]   |   loss :  0.216360   |   train_accuracy :  99.456349%
Epoch :  [282/300]   |   loss :  0.254668   |   train_accuracy :  98.833333%
Epoch :  [283/300]   |   loss :  0.272206   |   train_accuracy :  98.365079%
Epoch :  [284/300]   |   loss :  0.222804   |   train_accuracy :  99.398810%
Epoch :  [285/300]   |   loss :  0.215930   |   train_accuracy :  99.496032%
Epoch :  [286/300]   |   loss :  0.213622   |   train_accuracy :  99.513889%
Epoch :  [287/300]   |   loss :  0.213971   |   train_accuracy :  99.472222%
Epoch :  [288/300]   |   loss :  0.212191   |   train_accuracy :  99.501984%
Epoch :  [289/300]   |   loss :  0.262667   |   train_accuracy :  98.412698%
Epoch :  [290/300]   |   loss :  0.213746   |   train_accuracy :  99.503968%
Epoch :  [291/300]   |   loss :  0.212728   |   train_accuracy :  99.496032%
Epoch :  [292/300]   |   loss :  0.324290   |   train_accuracy :  97.553571%
Epoch :  [293/300]   |   loss :  0.220945   |   train_accuracy :  99.480159%
Epoch :  [294/300]   |   loss :  0.213021   |   train_accuracy :  99.515873%
Epoch :  [295/300]   |   loss :  0.220345   |   train_accuracy :  99.343254%
Epoch :  [296/300]   |   loss :  0.211552   |   train_accuracy :  99.517857%
Epoch :  [297/300]   |   loss :  0.279739   |   train_accuracy :  98.529762%
Epoch :  [298/300]   |   loss :  0.270486   |   train_accuracy :  98.297619%
Epoch :  [299/300]   |   loss :  0.220901   |   train_accuracy :  99.486111%
Epoch :  [300/300]   |   loss :  0.223270   |   train_accuracy :  99.369048%
Epoch :  [001/300]   |   loss :  1.945348   |   train_accuracy :  46.484127%
Epoch :  [002/300]   |   loss :  1.629947   |   train_accuracy :  61.535714%
Epoch :  [003/300]   |   loss :  1.350219   |   train_accuracy :  76.033730%
Epoch :  [004/300]   |   loss :  1.171772   |   train_accuracy :  83.944444%
Epoch :  [005/300]   |   loss :  1.097130   |   train_accuracy :  86.849206%
Epoch :  [006/300]   |   loss :  1.036615   |   train_accuracy :  89.269841%
Epoch :  [007/300]   |   loss :  1.009970   |   train_accuracy :  90.849206%
Epoch :  [008/300]   |   loss :  0.939304   |   train_accuracy :  93.152778%
Epoch :  [009/300]   |   loss :  0.911589   |   train_accuracy :  93.509921%
Epoch :  [010/300]   |   loss :  0.857629   |   train_accuracy :  95.029762%
Epoch :  [011/300]   |   loss :  0.806768   |   train_accuracy :  96.083333%
Epoch :  [012/300]   |   loss :  0.787073   |   train_accuracy :  95.906746%
Epoch :  [013/300]   |   loss :  0.736126   |   train_accuracy :  96.678571%
Epoch :  [014/300]   |   loss :  0.713581   |   train_accuracy :  97.015873%
Epoch :  [015/300]   |   loss :  0.684636   |   train_accuracy :  97.263889%
Epoch :  [016/300]   |   loss :  0.665215   |   train_accuracy :  97.466270%
Epoch :  [017/300]   |   loss :  0.663617   |   train_accuracy :  97.492063%
Epoch :  [018/300]   |   loss :  0.677207   |   train_accuracy :  96.785714%
Epoch :  [019/300]   |   loss :  0.611195   |   train_accuracy :  98.390873%
Epoch :  [020/300]   |   loss :  0.632910   |   train_accuracy :  97.861111%
